parsing	TechTool
Parsing	TechTool
parsing algorithms	TechTool
parsing strategies	TechTool
parsing technique	TechTool
parsing-as-deduction	TechTool
part of speech tagging	TechTool
partial instantiation	TechTool
part-of-speech tagger	TechTool
part-of-speech-based criterion	TechTool
Path-based inference	TechTool
Path-based inference rules	TechTool
path-based inference rules	TechTool
P-CFG	TechTool
phone-string classifier	TechTool
phrasal SMT	TechTool
phrasal translation	TechTool
phrase boundary heuristics	TechTool
phrase-based statistical machine translation	TechTool
phrase-based statistical machine translation method	TechTool
pilot system	TechTool
planning algorithm	TechTool
planning-based architecture	TechTool
polarization	TechTool
polynomial time decoding algorithm	TechTool
polynomial time solution	TechTool
post-processing	TechTool
pragmatics processing	TechTool
predicate calculus notation	TechTool
predictive questioning	TechTool
principle-and-parameters language framework	TechTool
probabilistic context-free grammars	TechTool
probabilistic LR parser	TechTool
probabilistic parser	TechTool
probabilistic spectral mapping	TechTool
probabilistic synchronous dependency insertion grammar	TechTool
processing	TechTool
programming language	TechTool
Prolog	TechTool
pronominal anaphora resolution module	TechTool
pronoun resolution	TechTool
prototype system	TechTool
Q/A	TechTool
qualitative user evaluation	TechTool
query optimisation	TechTool
Question Answering ( QA ) systems	TechTool
question classification	TechTool
randomized sentence-plan-generator ( SPG )	TechTool
range concatenation grammar [RCG] formalism	TechTool
range concatenation languages [RCL]	TechTool
ranking	TechTool
rankings	TechTool
RCG	TechTool
RCGs	TechTool
RCL parser	TechTool
RCL parsers	TechTool
real-time spoken language translation	TechTool
recognition	TechTool
recognition network	TechTool
recognition task	TechTool
reestimation formulas	TechTool
relational database	TechTool
repository	TechTool
resource sensitive logic	TechTool
resource-frugal approach	TechTool
retrieval	TechTool
rewriting systems	TechTool
robust analysis	TechTool
robust parsing capability	TechTool
rule-based and example based machine translation modules	TechTool
rule-based sentence planners	TechTool
rule-based systems	TechTool
rule-based translation systems	TechTool
rule-reduction algorithm	TechTool
scenario templates	TechTool
search engine	TechTool
segment order-sensitive methods	TechTool
segmental k-means algorithm	TechTool
segmentation	TechTool
semantic annotation	TechTool
semantic frame	TechTool
semantic grammar	TechTool
semantic interpretation	TechTool
Semantic Role System	TechTool
semantic-head-driven generation	TechTool
sentence alignment tasks	TechTool
sentence analysis	TechTool
sentence condensation	TechTool
sentence condensation systems	TechTool
sentence planner	TechTool
Sentence planning	TechTool
sentence scoping	TechTool
sentence-plan-ranker ( SPR )	TechTool
SI recognition	TechTool
Similarity-driven Transfer System ( SimTran )	TechTool
Simulated annealing approach	TechTool
SMT	TechTool
SMT algorithms	TechTool
SMT system	TechTool
software infrastructure	TechTool
source interval projections	TechTool
speaker adaptation	TechTool
speaker adaptation ( SA )	TechTool
speaker group modeling	TechTool
speaker-independent ( SI ) training	TechTool
spectral clustering based approach	TechTool
speech processing	TechTool
speech recognition	TechTool
speech recognition hypotheses ( SRH )	TechTool
speech understanding	TechTool
speech-search algorithm	TechTool
spelling-checkers	TechTool
Spelling-checkers	TechTool
spoken dialogue system	TechTool
spoken dialogue systems	TechTool
spoken language system	TechTool
Spoken language translation	TechTool
spoken language translation	TechTool
spoken language understanding	TechTool
spoken language understanding system	TechTool
SPR	TechTool
SRHs	TechTool
Statistical approach	TechTool
statistical approaches	TechTool
Statistical Learning Model ( SLM )	TechTool
statistical machine translation	TechTool
Statistical machine translation ( SMT )	TechTool
statistical machine translation ( SMT )	TechTool
Statistical Machine Translation ( SMT )	TechTool
statistical machine translation (SMT)	TechTool
statistical machine translation system	TechTool
statistical machine translation tool kit	TechTool
statistical models	TechTool
statistical MT architectures	TechTool
statistical MT systems	TechTool
statistical POS tagger	TechTool
statistical systems	TechTool
statistically fitted rule-based model	TechTool
stemmer	TechTool
stochastic output selection	TechTool
stochastic processes	TechTool
stochastic tree-to-tree transducer	TechTool
story link detection	TechTool
structural disambiguation	TechTool
structure-sharing	TechTool
successive learners	TechTool
superordinate substitution	TechTool
supervised and unsupervised methods	TechTool
supervised learning	TechTool
Syllogistic reasoning with dispositions	TechTool
Synchronous dependency insertion grammars	TechTool
synchronous grammars	TechTool
synchronous TAGs	TechTool
syntactic ambiguity resolution	TechTool
syntactic analysis	TechTool
syntactic and pragmatic analysis	TechTool
syntactic disambiguation	TechTool
Syntactic Role System	TechTool
syntax formalisms	TechTool
syntax-based decoder	TechTool
Syntax-based statistical machine translation ( MT )	TechTool
syntax-based statistical machine translation system	TechTool
system combination	TechTool
TAG	TechTool
tagger	TechTool
tagging strategies	TechTool
TAGs	TechTool
target word selection	TechTool
Task-based evaluation	TechTool
task-oriented dialogs	TechTool
TDMT	TechTool
TDMT ( Transfer-Driven Machine Translation )	TechTool
temporal anaphora resolution	TechTool
term weighting statistical assignment paradigm	TechTool
terminal substring parsing	TechTool
text browser	TechTool
text mining	TechTool
text processing software	TechTool
text retrieval application	TechTool
text understanding	TechTool
text-understanding systems	TechTool
Thai key prediction	TechTool
Thai-English language identification	TechTool
title-driven name recognition	TechTool
token classification task	TechTool
top-down derivation	TechTool
Topic Detection and Tracking tasks	TechTool
trainable sentence planner	TechTool
training	TechTool
training algorithm	TechTool
training method	TechTool
transfer mappings	TechTool
transfer phase	TechTool
transfer system	TechTool
translation	TechTool
translation memory system	TechTool
translation system	TechTool
translation systems	TechTool
Tree Adjoining Grammars	TechTool
tree-adjoining grammars ( TAG )	TechTool
tree-to-tree translation	TechTool
two-step clustering process	TechTool
typed feature structures	TechTool
type-unification	TechTool
typing-algorithm	TechTool
underspecified chart representations	TechTool
underspecified semantic representation ( USR )	TechTool
unification	TechTool
Unification	TechTool
unification algorithms	TechTool
Unification Categorial Grammar ( UCG )	TechTool
unification framework	TechTool
unification-based grammar formalism	TechTool
Unification-based grammar formalisms	TechTool
unification-based grammar parsing	TechTool
unsupervised algorithm	TechTool
unsupervised component	TechTool
unsupervised learning algorithm	TechTool
unsupervised learning approach	TechTool
unsupervised structure finding methods	TechTool
unsupervised technique	TechTool
unsupervised training	TechTool
unsupervised word alignment component	TechTool
unsupervised WSD	TechTool
unsupervised WSD systems	TechTool
user modeling	TechTool
user modeling systems	TechTool
USRs	TechTool
utterance classification	TechTool
vector space model	TechTool
visualization method	TechTool
voice interactive system	TechTool
voting- and arbiter-based combination strategies	TechTool
web	TechTool
Web	TechTool
Web-based computer-assisted academic writing	TechTool
word alignment	TechTool
word classification	TechTool
word disambiguation	TechTool
Word Identification	TechTool
word order generation	TechTool
word segmentation	TechTool
word sense disambigation models	TechTool
word sense disambiguation	TechTool
word sense disambiguation ( WSD )	TechTool
word sense disambiguation ( WSD ) models	TechTool
word set representation	TechTool
word-sense disambiguation algorithm	TechTool
word-sense disambiguation systems	TechTool
word-trigram recognition	TechTool
WSD models	TechTool
WSD programs	TechTool
WSI	TechTool
WSI algorithm	TechTool
APT	TechTool
CARE	TechTool
CCLINC Korean-to-English translation system	TechTool
Chat-80	TechTool
CMU's SMT system	TechTool
FERRET	TechTool
FlexP	TechTool
FROFF	TechTool
IDUS ( Intelligent Document Understanding System )	TechTool
InfoMagnets	TechTool
JAVELIN	TechTool
JAVELIN system	TechTool
LCS-Marine	TechTool
LHIP	TechTool
linguistic tools	TechTool
LOGON MT demonstrator	TechTool
Lucy	TechTool
MIT ATIS ( Air Travel Information Service ) system	TechTool
MIT ATIS system	TechTool
NOMAD	TechTool
ONTOSCORE	TechTool
Paramax spoken language understanding system	TechTool
Paul	TechTool
RAREAS	TechTool
RINA	TechTool
SPoT	TechTool
SPRINT	TechTool
STTK	TechTool
SUMMIT recognizer	TechTool
SYSCONJ system	TechTool
TACITUS	TechTool
TAP-XL Automated Analyst's Assistant	TechTool
TGE	TechTool
training examples	TechTool
