syntax	other	2
abduction	other	1
Slovak	other	1
data	lr	1
grammar formalisms	other	1
NIST score	measure	1
training speakers	other	3
event networks	other	1
submanifold	other	1
kanji-kana characters	other	1
sentence planner	tech	1
qualitative user evaluation	other	1
hard problems	other	1
probabilistic LR parser	tech	1
word sense disambiguation ( WSD )	tech	1
information redundancy	other	1
KANA-KANJI conversion	tech	1
skill level	other	1
Graph unification	tech	1
unsupervised algorithm	tech	2
taxonomic similarity	other	2
individual users	other	1
phrase	other	1
lexical , syntactic , semantic , and structural information	other	1
classification accuracy	measure	2
reference failures	other	1
N-Best sentence hypotheses	other	1
Human-Machine Communication	other	1
parameter smoothing	tech	1
Monolingual , unannotated text	lr	1
language identification	tech	1
linguistically sophisticated representations	other	2
word-sense disambiguation algorithm	tech	1
suffix array-based data structure	other	1
move-tagged abstracts	other	1
free text	other	1
one sense per collocation observation	other	2
speaker's utterance	other	1
inferential theory for natural language presuppositions	other	1
annotated data	other	1
binary relational calculus notation	other	1
class-dependent interpolation	tech	1
parsing flexibilities	other	1
localized phrase-based prediction model	model	1
Sentence ambiguities	other	1
heuristics	other	1
PageRank algorithm	tech	1
model parameters	other	1
source text	other	1
meeting context	other	2
defeat rules	other	1
boosting approach	tech	2
lexical entries	other	1
utterance	other	3
interpretation and generation of natural language	tech	1
human annotators	other	1
TACITUS	tool	1
linguistic parser/generator	tech	1
training resources	lr	1
InfoMagnets	tool	2
raw text	other	1
translation equivalents	other	1
domain	other	2
Automatic Speech Recognition technology	tech	1
Arabic stemmer	tech	1
intentions	other	2
top-down scope information	other	1
JAVELIN system	tool	1
paraphrases	other	6
retrieval accuracy	measure	2
spoken language system domains	other	1
superordinate substitution	other	1
sense-tagged training data	lr	1
affix lists	lr	1
semantic network	other	1
lexical and syntactic features	other	1
document	other	1
document descriptors ( keywords )	other	1
grammatical knowledge	other	1
sentence	other	13
parsing-based NE rules	model	1
verbal interaction	other	1
Chat-80	tool	3
APs	tech	2
maximum entropy word alignment algorithm	tech	1
corrective training	tech	1
baseline system	other	1
EBMT	tech	1
case-based reasoning	tech	1
message passing protocols	other	1
baseline methods	other	1
phrase boundary heuristics	other	1
words	other	10
ER	tech	2
reference	other	1
subpredicates	other	2
OCR system	tech	1
Syntactic Role System	tech	1
language definition	other	1
entailment	other	1
ambiguity packing	tech	1
chart-based phrase structure parsing	tech	1
Japanese sentence structure	other	1
COMPLEX	lr-prod	1
spectral clustering based approach	tech	1
communication	other	1
standard evaluation metric	measure	1
dags	other	1
Finite State Model ( FSM )	tech	1
dimensionalized space	other	1
ASR output	other	2
Semantic Role System	tech	1
English	other	5
data objects	other	1
Korean newspaper articles	lr	1
semantic categories	other	1
open-domain question answering capability	tech	1
machine translation systems	tech	3
default reasoning	other	1
information extraction ( IE ) systems	tech	1
dialogue data	lr	1
trigram models	model	1
mutual information	measure	1
automated evaluation techniques	tech	1
confidence	measure	1
JAVELIN	tool	1
pronominalization	other	1
n-best speech/language integration architecture	other	1
weighed sum	other	1
utterances	other	6
CSR ( Connected Speech Recognition ) corpus	lr-prod	1
IBM models	other	1
dependency structures	other	2
grammars	lr	2
training corpus	lr	2
indices	model	3
Referring Expressions	other	1
conjunction	other	1
sentence condensation systems	tech	1
eigenvectors	other	2
Syntax-based statistical machine translation ( MT )	tech	1
polysemous words	other	1
title-driven name recognition	tech	1
structures	other	1
events	other	2
BLEU score	measure	1
feature structure-directed generation	tech	1
dominance graphs	other	1
ellipsis	other	1
indexings	other	1
evaluation metrics	measure	1
speaker adaptation	tech	1
FlexP	tool	1
optical character recognition	tech	1
participants	other	1
annotation experiment	other	1
HDAG Kernel	tech	2
randomized sentence-plan-generator ( SPG )	tech	1
Statistical approach	tech	1
morpheme sequence	other	1
word sense disambiguation performance	measure	1
word-based models	model	1
directed graphs	other	1
knowledge level	other	1
resource sensitive logic	other	1
MIT ATIS ( Air Travel Information Service ) system	tool	1
logical model	other	1
rule-based sentence planners	tech	1
discourse-relevant purposes	other	1
semantic coherence	other	1
interpolation methods	tech	1
anaphoric expressions	other	1
failures of reference	other	1
inheritance mechanisms	other	1
anaphora references	other	1
Natural Language Processing ( NLP ) systems	tech	1
TDMT	tech	1
English stemmer	tech	1
languages	other	2
alignment	tech	1
disjunctive normal form	other	1
dialogue translation system	tech	1
cohesion constraint	other	1
actors	other	1
syntactic and semantic expectations	other	1
block reordering	other	1
spanning edges	other	1
spoken language translation	other	1
underspecified semantic representation ( USR )	other	1
database query applications	other	1
Hidden Markov Model	model	1
SMT system	tech	1
P-CFG	tech	2
embodied conversational agents	tech	1
Tree Adjoining Grammars	other	1
deterministic finite automaton	tech	1
gold standard	lr	1
search space	other	1
human annotation performance	measure	1
novice users	other	1
computational complexity	other	4
domain-independent lexica	lr	1
syllables	other	1
maximum entropy classifier	tech	1
syntax-based statistical machine translation system	tech	1
sublanguage	other	1
ACE corpora	lr-prod	1
error correction	tech	2
retrieval time	measure	1
output	other	3
target word selection	tech	1
PERSON NE	other	1
certainty conditions	other	1
machine translation ( MT ) systems	tech	3
linguistic pattern	other	1
synchronous TAGs	other	2
English-Chinese bitexts	lr	2
tree-based ordering model	model	1
alternative markers	other	1
HBG	tech	2
Japanese patent claim sentences	other	1
concurrent , object-oriented natural language parsing	tech	1
evaluation method	measure	1
text processing software	tech	1
phrase translations	other	3
parsing complexity	other	1
part-of-speech-based criterion	other	1
Paul	tool	1
root	other	1
inference types	other	4
machine translation tests	measure	1
robust analysis	other	1
semantics	other	4
English-Japanese MT system	tech	1
sentence-plan-ranker ( SPR )	tech	1
interruptions	other	2
alignment techniques	tech	1
denotational semantics	other	1
source language	other	1
heuristic rules	other	1
dialog systems	tech	4
ATN	tech	1
bootstrapping procedure	tech	1
speech understanding	tech	1
automaton	tech	1
grammar checker	tech	1
exponential time lower-bound	other	1
speech	lr	2
successive learners	tech	2
patterns	other	1
language acquisition	tech	1
control structure	other	1
path values	other	1
retrieval performance	measure	1
answers	other	2
word error rate	measure	1
stemming model	model	1
semantic set	other	1
semantic verb classes	other	1
word-sense disambiguation systems	tech	1
discourse understanding accuracy	measure	1
Chart parsing	tech	1
sentence condensation	other	1
Korean	other	1
ATNs	tech	1
general-purpose NLP components	tech	1
core modules	other	1
neural network	tech	1
ONTOSCORE	tool	1
beam-search decoder	tech	1
bilingual or multi-lingual texts	other	1
human-computer interaction	tech	1
parser	tech	9
local segment contiguity models	model	1
typed feature structures	other	1
training algorithm	tech	1
EBMT system	tech	1
lexical-cohesion and conversational features	other	2
dependency treelet translation pairs	other	1
Named Entity ( NE ) tagging	tech	1
DARPA Resource Management corpus	lr-prod	1
rule-based translation systems	tech	1
NLP	tech	1
real-valued features	other	1
pilot system	other	1
candidate parses	other	1
boosting method	tech	1
structure	other	1
basic mapping	other	1
speech data	lr	1
user model	model	4
