idiomatic usage	Linguistics	0.13	0.81	0.04	0.01
phrase structure rule	TechTool	0.87	0.01	0.02	0.11
segmental duration	DSMMM	0.07	0.00	0.21	0.72
property instance extraction	TechTool	0.97	0.00	0.00	0.03
functional grammars	TechTool	0.95	0.01	0.00	0.04
software module	TechTool	0.87	0.00	0.13	0.00
concurrent , object-oriented natural language parse	TechTool	0.82	0.12	0.05	0.01
boundary friction	TechTool	0.70	0.04	0.26	0.00
qarla evaluation	TechTool	0.57	0.00	0.03	0.39
blind testing	TechTool	0.96	0.00	0.02	0.02
blocking	TechTool	0.52	0.08	0.35	0.05
root node	other	0.05	0.36	0.40	0.20
paxt-of-speech tagging	TechTool	0.82	0.17	0.00	0.01
image analysis and recognition	TechTool	0.87	0.00	0.12	0.01
maptask corpus	Linguistics	0.00	0.97	0.01	0.02
unsupervised algorithm	TechTool	1.00	0.00	0.00	0.00
tree transformation	TechTool	0.79	0.00	0.04	0.17
contingent substitutability	DSMMM	0.02	0.11	0.38	0.50
sequential finite state device	TechTool	0.72	0.00	0.28	0.00
retrieval system	TechTool	0.98	0.00	0.00	0.02
kos framework	TechTool	0.92	0.04	0.03	0.00
document content and structure	other	0.13	0.08	0.70	0.10
lexicology	TechTool	0.35	0.24	0.21	0.20
lexical co-occurrence information	other	0.02	0.02	0.95	0.01
answer interpretation	DSMMM	0.29	0.02	0.27	0.42
duden grammar	TechTool	0.72	0.21	0.01	0.06
learning-based coreference system	TechTool	0.98	0.00	0.02	0.00
verb identification	TechTool	0.84	0.15	0.01	0.00
credit card corpus	Linguistics	0.08	0.82	0.00	0.11
sense enumeration	TechTool	0.75	0.13	0.12	0.01
post-translation expansion	TechTool	0.75	0.00	0.19	0.06
multilingual cluster summarization	TechTool	0.85	0.12	0.02	0.00
prepositional subcategorization	Linguistics	0.35	0.65	0.00	0.00
automatic paraphrase generation	TechTool	0.98	0.00	0.01	0.01
multilingual text-to-speech system	TechTool	0.93	0.06	0.00	0.00
word class information	other	0.01	0.14	0.80	0.05
word-based correction	TechTool	0.92	0.00	0.01	0.07
first order logic	TechTool	0.94	0.00	0.06	0.00
closed caption alignment	TechTool	0.92	0.01	0.05	0.02
surface analysis	TechTool	0.69	0.00	0.29	0.02
plan processor	TechTool	0.95	0.00	0.03	0.02
score propagation	DSMMM	0.39	0.00	0.00	0.61
personal information database	other	0.12	0.05	0.83	0.00
noise compensation	DSMMM	0.08	0.00	0.23	0.70
rule-based mapping	TechTool	0.96	0.00	0.03	0.01
discourse context	other	0.03	0.24	0.73	0.00
natural language sentence	Linguistics	0.16	0.71	0.11	0.01
english basenp chunking	TechTool	0.80	0.19	0.01	0.00
markov random fields	Linguistics	0.23	0.55	0.10	0.12
questions answering	other	0.01	0.42	0.56	0.01
grammatical knowledge	other	0.01	0.18	0.80	0.00
large training corpora	Linguistics	0.19	0.81	0.00	0.00
right node raising	other	0.14	0.00	0.71	0.15
mce criterion training	TechTool	0.85	0.01	0.10	0.04
dependency relations	other	0.00	0.01	0.86	0.13
text processing software	TechTool	0.96	0.01	0.03	0.00
visual-haptic interface	TechTool	0.88	0.00	0.11	0.01
discourse organization	other	0.04	0.23	0.68	0.05
resource management speech database	TechTool	0.59	0.40	0.01	0.00
heuristic rule	TechTool	0.93	0.00	0.02	0.04
arabic document categorization	TechTool	0.72	0.26	0.02	0.00
stringent chaining	TechTool	0.82	0.00	0.12	0.06
global transliteration modeling	TechTool	0.87	0.00	0.00	0.13
spontaneous input	other	0.01	0.15	0.84	0.00
unsupervised speech mining	TechTool	0.99	0.00	0.01	0.00
probabilistic recognition	TechTool	0.99	0.00	0.00	0.00
document expansion	TechTool	0.95	0.00	0.00	0.05
sitg parsing	TechTool	0.97	0.00	0.01	0.03
semantic relation	other	0.08	0.00	0.83	0.09
role labelling	TechTool	0.59	0.10	0.31	0.00
bell number	other	0.03	0.00	0.94	0.02
alignment probability	DSMMM	0.08	0.00	0.00	0.92
sense merging	TechTool	0.82	0.00	0.18	0.00
dynamic programrrdng	TechTool	0.57	0.22	0.12	0.10
verb mapping	other	0.42	0.09	0.49	0.00
augmented relational structure	TechTool	0.90	0.01	0.00	0.09
semantic interpretation accuracy	DSMMM	0.01	0.00	0.01	0.98
statistical translation	TechTool	0.93	0.05	0.01	0.00
verb stem	Linguistics	0.00	0.92	0.08	0.00
isomorphic grammar	TechTool	0.56	0.35	0.03	0.06
type derived-word	other	0.16	0.03	0.79	0.02
relation-driven skimming	TechTool	0.88	0.00	0.10	0.02
first-order reasoning	TechTool	0.97	0.00	0.03	0.00
monolingual text generation	TechTool	0.94	0.01	0.05	0.00
alignment learning	TechTool	0.99	0.00	0.01	0.00
tag sequence probability	DSMMM	0.05	0.39	0.16	0.41
annotation effort	other	0.26	0.00	0.72	0.02
lvq algorithm	TechTool	0.98	0.00	0.01	0.01
term-based retrieval	TechTool	0.67	0.00	0.00	0.33
sentence decomposition	TechTool	0.51	0.00	0.02	0.47
nugget-based assessment	TechTool	0.67	0.00	0.02	0.31
lanfuaoe understandinf	TechTool	0.61	0.12	0.14	0.13
focus marking	other	0.00	0.02	0.95	0.03
homonym	Linguistics	0.17	0.58	0.18	0.07
statistical speech recognition	TechTool	0.98	0.00	0.01	0.00
group-rating matrix	TechTool	0.79	0.03	0.11	0.07
discourse situation	other	0.01	0.30	0.69	0.00
reading tracking	TechTool	0.83	0.00	0.16	0.00
index parsing	TechTool	0.96	0.00	0.00	0.03
limited-domain speech	TechTool	0.60	0.07	0.32	0.01
sentence boundary determination	TechTool	0.93	0.00	0.03	0.04
tactical generation	TechTool	0.98	0.00	0.01	0.00
logic notation	TechTool	0.97	0.00	0.03	0.00
smoothing-by-similarity	DSMMM	0.31	0.01	0.00	0.67
log-linear ( maximum-entropy ) models	TechTool	0.82	0.00	0.00	0.18
automatic answer selection	TechTool	0.96	0.00	0.02	0.02
approximate reasoning	TechTool	0.95	0.00	0.03	0.02
conscientiousness	other	0.09	0.18	0.43	0.31
two-level tree	TechTool	0.76	0.00	0.08	0.16
automata construction	TechTool	0.94	0.00	0.04	0.02
transformational grammar recognition	TechTool	0.99	0.00	0.01	0.00
chinese constituent parsing	TechTool	0.87	0.06	0.02	0.05
universal language	Linguistics	0.10	0.84	0.01	0.05
subjectverb agreement	DSMMM	0.01	0.03	0.26	0.71
relation markup	TechTool	0.59	0.00	0.40	0.01
unix computer	TechTool	0.87	0.08	0.05	0.00
chinese proposition bank	Linguistics	0.01	0.86	0.02	0.10
rule-learning	TechTool	0.98	0.00	0.02	0.00
word-based indexing	TechTool	0.92	0.00	0.00	0.07
batch selection	TechTool	0.99	0.00	0.00	0.00
constraint information	other	0.14	0.00	0.85	0.01
word-collocation-based relaxation	TechTool	0.78	0.03	0.01	0.19
knowledge engineering task	other	0.26	0.00	0.74	0.00
n-gram indexing	TechTool	0.87	0.00	0.00	0.12
intonation contour	DSMMM	0.23	0.08	0.17	0.52
pv treatment	TechTool	0.64	0.10	0.26	0.00
te task	other	0.14	0.00	0.86	0.00
morphotactic information	other	0.06	0.01	0.92	0.01
isomorphic derivation	other	0.36	0.02	0.62	0.00
theorem proving	TechTool	0.84	0.00	0.15	0.01
information quantity	other	0.01	0.00	0.61	0.38
story-based adaptation	TechTool	0.97	0.00	0.01	0.02
bayes system	TechTool	0.97	0.03	0.00	0.00
human language performance	DSMMM	0.00	0.03	0.10	0.87
random access	TechTool	0.93	0.03	0.00	0.04
morphological inflection	other	0.14	0.13	0.73	0.00
ml training	TechTool	0.97	0.01	0.02	0.00
temporal segmentation	TechTool	0.88	0.00	0.12	0.00
fast argument recognition	TechTool	0.94	0.00	0.06	0.00
answerextraction	TechTool	0.75	0.08	0.09	0.09
data-driven production	TechTool	0.90	0.00	0.08	0.02
semantic information processing	TechTool	0.64	0.00	0.35	0.00
post-parsing text segmentation	TechTool	0.78	0.00	0.22	0.00
spelling correction	TechTool	0.89	0.00	0.11	0.00
rule-based classifier	TechTool	0.99	0.00	0.00	0.00
syntax-based statistical machine translation ( Mt )	TechTool	0.93	0.00	0.05	0.02
combinatorial optimisation	TechTool	0.93	0.00	0.06	0.00
abstract derivation tree	other	0.03	0.03	0.71	0.23
concept expansion	TechTool	0.93	0.00	0.00	0.06
markov kmguage model	DSMMM	0.12	0.00	0.00	0.88
class-based modeling	TechTool	0.95	0.00	0.00	0.04
alignment template model	TechTool	0.60	0.00	0.00	0.40
unsupervised system adaptation	TechTool	1.00	0.00	0.00	0.00
term-by-term translation	Linguistics	0.27	0.43	0.00	0.30
non-numeric processing	TechTool	0.88	0.00	0.09	0.03
informative discourse	other	0.02	0.15	0.83	0.00
extraction program	TechTool	1.00	0.00	0.00	0.00
dialogue produclion	TechTool	0.44	0.10	0.27	0.19
speech-to-text	TechTool	0.71	0.27	0.02	0.01
committee-based sampling	TechTool	0.98	0.00	0.00	0.01
system developer	TechTool	0.89	0.01	0.10	0.00
quantitative expansion method	TechTool	0.96	0.00	0.00	0.04
metaphor detection	TechTool	0.99	0.00	0.00	0.01
screen switching	other	0.36	0.00	0.59	0.05
data-driven dependency parsing	TechTool	0.90	0.00	0.01	0.09
accurate semantic role labeling	TechTool	0.57	0.00	0.42	0.01
cross-lingual ambiguity	other	0.34	0.00	0.58	0.08
semantic web annotation	TechTool	0.61	0.18	0.16	0.05
recurent conectionist network	DSMMM	0.39	0.01	0.01	0.59
character-based alignment	TechTool	0.87	0.00	0.01	0.12
dialog-act recognition	TechTool	0.88	0.00	0.12	0.00
cue phrase selection	TechTool	0.90	0.09	0.00	0.01
statistical ambiguity resolution	TechTool	0.97	0.00	0.03	0.00
dialog move generation	TechTool	0.90	0.00	0.09	0.01
morphology shape rule	other	0.39	0.01	0.52	0.08
case structure	DSMMM	0.21	0.03	0.17	0.59
semantic acquisition	TechTool	0.97	0.00	0.02	0.00
sentence-based keyboard input	TechTool	0.45	0.01	0.41	0.13
discrimination procedure	TechTool	0.95	0.00	0.04	0.01
pattern specification language	TechTool	0.59	0.02	0.14	0.25
declarative\/imperative parsing	TechTool	0.98	0.00	0.01	0.01
span edge	DSMMM	0.25	0.01	0.06	0.68
lfg-parser	TechTool	0.99	0.00	0.00	0.01
truncated em	TechTool	0.84	0.00	0.07	0.09
core module	TechTool	0.92	0.01	0.06	0.00
joint intention theory	other	0.02	0.18	0.78	0.02
exact match accuracy	DSMMM	0.01	0.00	0.01	0.99
polar tree	DSMMM	0.07	0.10	0.01	0.82
observation system	TechTool	0.87	0.00	0.09	0.04
caller identification	TechTool	0.95	0.00	0.05	0.00
1-best training	TechTool	0.89	0.01	0.08	0.02
citation processor	TechTool	0.75	0.21	0.02	0.02
declarative rule	TechTool	0.93	0.00	0.07	0.00
nonlinear principal component extraction	TechTool	0.96	0.00	0.04	0.00
bottom-up chart generation	TechTool	0.97	0.00	0.02	0.01
language thesaurus	Linguistics	0.02	0.91	0.02	0.04
conrinuous speech recognition	TechTool	0.95	0.00	0.04	0.01
english-chinese language pair	Linguistics	0.29	0.53	0.04	0.13
good-turing method	TechTool	0.93	0.00	0.00	0.06
word-translation lexicon	Linguistics	0.06	0.86	0.01	0.07
sentence summarisation	TechTool	0.70	0.20	0.04	0.06
rule interference	TechTool	0.70	0.00	0.30	0.00
morphological relatedness	other	0.13	0.07	0.76	0.03
pattern matehing	TechTool	0.63	0.08	0.17	0.12
customized summarization	TechTool	0.98	0.00	0.01	0.00
english framenet	Linguistics	0.09	0.85	0.06	0.00
maximum likelihood approach	TechTool	0.86	0.00	0.00	0.13
event modifier	Linguistics	0.01	0.88	0.03	0.09
structural disambiguation	TechTool	0.94	0.00	0.06	0.00
interpretation and generation of natural language	TechTool	0.95	0.02	0.03	0.00
listener model	DSMMM	0.01	0.00	0.01	0.98
arabic processing	TechTool	0.98	0.00	0.02	0.00
word categorization process	TechTool	0.50	0.02	0.46	0.02
n-best reranking	TechTool	0.93	0.01	0.04	0.02
www browser	other	0.45	0.01	0.54	0.00
random sampling	TechTool	0.99	0.00	0.00	0.01
boost approach	TechTool	0.97	0.00	0.00	0.02
tile translation system	TechTool	0.95	0.01	0.03	0.01
multilingual information retrieval	TechTool	0.98	0.00	0.02	0.00
mass noun	Linguistics	0.00	0.83	0.00	0.17
general chinese language processing	TechTool	0.96	0.01	0.03	0.01
average precision metric	DSMMM	0.00	0.00	0.00	1.00
focus\/background determination	other	0.25	0.00	0.73	0.01
document context	other	0.10	0.19	0.71	0.01
translatiun	TechTool	0.61	0.12	0.14	0.13
hmm method	TechTool	0.97	0.00	0.00	0.03
semantic node	DSMMM	0.09	0.05	0.14	0.71
n-best phrase alignment	TechTool	0.90	0.06	0.02	0.03
discourse state	other	0.01	0.08	0.89	0.02
hmm-based algorithm	TechTool	0.97	0.00	0.00	0.03
adaptive dynamic programming	TechTool	0.98	0.00	0.02	0.00
rule filtering	TechTool	0.98	0.00	0.01	0.01
transformational generative grammar	TechTool	0.51	0.44	0.01	0.04
indirect anaphora	TechTool	0.52	0.08	0.40	0.00
logon Mt demonstrator	TechTool	0.82	0.02	0.15	0.02
perplexity reduction	DSMMM	0.02	0.00	0.00	0.98
bracket alignment	TechTool	0.75	0.00	0.03	0.23
canonical center retention	TechTool	0.63	0.01	0.32	0.05
expressional type	other	0.20	0.18	0.56	0.06
rewriting environment	TechTool	0.84	0.00	0.16	0.00
named-entity recognition system	TechTool	0.88	0.11	0.00	0.00
history-based model	DSMMM	0.06	0.01	0.00	0.93
entropy parameter	DSMMM	0.18	0.00	0.00	0.82
rule-based tagger	TechTool	0.99	0.00	0.01	0.00
pitch contour	DSMMM	0.01	0.00	0.14	0.85
entity clustering	TechTool	0.75	0.01	0.00	0.24
tile context	other	0.30	0.01	0.68	0.01
boundary classification	TechTool	0.99	0.00	0.01	0.00
discriminative learning	TechTool	0.97	0.00	0.02	0.00
sense resolution \	TechTool	0.84	0.16	0.00	0.00
latinate morphology	Linguistics	0.02	0.79	0.19	0.01
paraphrase identification	TechTool	0.96	0.00	0.02	0.01
lexical substitution task	TechTool	0.52	0.00	0.48	0.00
synchrony networks	TechTool	0.50	0.01	0.03	0.46
co-occurrence mining	TechTool	0.92	0.00	0.07	0.02
noun chunk	Linguistics	0.09	0.83	0.00	0.08
role classification	TechTool	0.87	0.01	0.11	0.00
conceptual physics tutoringsystem	TechTool	0.47	0.40	0.03	0.10
headless clustering	TechTool	0.94	0.02	0.00	0.03
intra-partition node similarity	DSMMM	0.01	0.01	0.03	0.95
knolwledge	TechTool	0.61	0.12	0.14	0.13
spectral subtraction	TechTool	0.76	0.00	0.02	0.22
theoretic measure	DSMMM	0.01	0.02	0.01	0.96
phoneme\/feature classification	TechTool	0.95	0.00	0.03	0.02
derivation move	other	0.15	0.00	0.84	0.01
domain-specific pattern	TechTool	0.71	0.03	0.23	0.02
probabilistic measure	DSMMM	0.06	0.00	0.01	0.94
pos pattern	TechTool	0.60	0.00	0.13	0.27
query context vector	TechTool	0.80	0.00	0.02	0.18
data production	TechTool	0.75	0.00	0.24	0.02
temporal intensionality	TechTool	0.61	0.02	0.36	0.00
dialogue behavior	other	0.00	0.00	0.88	0.11
substitution	TechTool	0.56	0.09	0.27	0.07
statistical reasoning	TechTool	0.98	0.00	0.01	0.00
text-to-speech conversion	TechTool	0.95	0.00	0.04	0.01
emptycategory insertion	Linguistics	0.31	0.42	0.20	0.06
semantic link	TechTool	0.54	0.01	0.29	0.17
content vector analysis	TechTool	0.98	0.00	0.01	0.01
approximate randomization	TechTool	0.57	0.00	0.05	0.37
knowledge classification	TechTool	0.81	0.00	0.19	0.00
information processing model	TechTool	0.60	0.00	0.03	0.37
seed derivation	other	0.07	0.34	0.59	0.00
variational approximation	DSMMM	0.18	0.00	0.16	0.66
mechanical inference	TechTool	0.97	0.00	0.03	0.00
language engineering \	TechTool	0.63	0.36	0.00	0.01
modeling user satisfaction	TechTool	0.64	0.00	0.02	0.34
spoken dialogue translation	TechTool	0.68	0.26	0.06	0.00
entailment determination	TechTool	0.79	0.00	0.05	0.16
optimal string alignment	TechTool	0.95	0.00	0.02	0.03
tree-cut extraction	TechTool	0.54	0.00	0.00	0.46
linear recency	TechTool	0.90	0.00	0.05	0.06
figurative language	Linguistics	0.03	0.85	0.09	0.03
optimal static fusion function	TechTool	0.78	0.00	0.05	0.16
parsing table construction	other	0.04	0.00	0.61	0.35
typed unification algorithm	TechTool	0.99	0.00	0.00	0.00
support verb discovery	TechTool	0.93	0.01	0.07	0.00
pattern induction	TechTool	0.90	0.00	0.07	0.03
word segmentation problem	other	0.20	0.00	0.80	0.00
single character recovery	TechTool	0.97	0.01	0.02	0.00
language model training	DSMMM	0.45	0.01	0.01	0.53
bottom-up realisation	TechTool	0.68	0.03	0.10	0.20
gt rule optimization	TechTool	0.99	0.00	0.01	0.00
ilingual legal terminology	other	0.02	0.48	0.49	0.00
cohesion	other	0.17	0.08	0.71	0.03
progressive search	TechTool	0.94	0.00	0.01	0.04
spelling error	other	0.41	0.00	0.53	0.06
head-chart parser	TechTool	0.99	0.00	0.01	0.00
first-order predicate calculus	TechTool	0.96	0.02	0.01	0.00
concept	Linguistics	0.28	0.44	0.15	0.13
automatic evaluation	TechTool	0.94	0.00	0.00	0.05
monolingual information retrieval	TechTool	0.95	0.00	0.04	0.02
tag lattice parsing	TechTool	0.95	0.00	0.00	0.05
phrase completion	TechTool	0.85	0.00	0.01	0.15
subclass	other	0.26	0.28	0.29	0.17
html parsing	TechTool	0.95	0.00	0.05	0.00
character-based chunking	TechTool	0.95	0.00	0.00	0.04
correlation analysis	TechTool	0.57	0.00	0.01	0.41
semantic role projection	other	0.24	0.03	0.57	0.17
cost-based evaluation	DSMMM	0.36	0.00	0.00	0.64
media conversion	TechTool	0.64	0.00	0.36	0.00
syntactic annotation	TechTool	0.88	0.05	0.07	0.00
tile expression	DSMMM	0.09	0.00	0.19	0.71
unit feature	TechTool	0.80	0.02	0.08	0.11
lc grammar	TechTool	0.92	0.00	0.03	0.04
rocchio algorithm	TechTool	0.99	0.00	0.00	0.01
recursive-descent translation	TechTool	0.98	0.00	0.01	0.01
grapheme	Linguistics	0.21	0.53	0.17	0.10
pcfgs	TechTool	0.58	0.13	0.17	0.12
neighbour classification	TechTool	0.96	0.00	0.04	0.00
expert system	TechTool	0.73	0.27	0.00	0.00
offline evaluation	TechTool	0.70	0.00	0.01	0.28
multi-threaded discourse management	TechTool	0.92	0.03	0.05	0.00
automatic patternlearning	TechTool	0.70	0.09	0.10	0.11
semantic categories	Linguistics	0.01	0.77	0.18	0.04
summary similarity	DSMMM	0.00	0.00	0.02	0.97
qualitative process theory	other	0.02	0.01	0.96	0.00
unification categorial grammar	TechTool	0.98	0.00	0.00	0.01
psycholinguistics	TechTool	0.35	0.24	0.21	0.20
uniformity measure	DSMMM	0.01	0.00	0.07	0.93
Japanese kanji-kana character	Linguistics	0.26	0.71	0.01	0.02
fixed-sentence translation	TechTool	0.85	0.03	0.01	0.11
paragraph identification	TechTool	0.90	0.00	0.09	0.01
event type network	TechTool	0.37	0.05	0.31	0.28
supervised parsing	TechTool	1.00	0.00	0.00	0.00
statistical machine translation ( smt )	TechTool	0.96	0.00	0.01	0.02
children language acquisition	other	0.41	0.02	0.57	0.01
sequence translation	TechTool	0.55	0.22	0.23	0.00
metaphone spelling-correction	TechTool	0.97	0.00	0.03	0.00
descriptive adequacy	DSMMM	0.00	0.06	0.41	0.53
linear mixture model	DSMMM	0.38	0.00	0.00	0.62
human-human-system interaction	TechTool	0.64	0.00	0.35	0.00
incremental grammar development	TechTool	0.96	0.00	0.03	0.00
source language recogniser	TechTool	0.66	0.07	0.26	0.01
german-english verbmobil task	TechTool	0.50	0.22	0.28	0.00
array microphone	DSMMM	0.40	0.00	0.01	0.58
English	Linguistics	0.17	0.59	0.17	0.08
message understanding	TechTool	0.92	0.00	0.04	0.04
discourse structur	Linguistics	0.40	0.53	0.07	0.00
domain knowledge	other	0.01	0.03	0.96	0.00
character matching	TechTool	0.71	0.00	0.01	0.28
statistical generation	TechTool	0.99	0.00	0.01	0.00
unlabeled corpus	Linguistics	0.00	0.93	0.00	0.07
email message summarizer	TechTool	0.92	0.01	0.07	0.00
vector space retrieval	TechTool	0.95	0.00	0.00	0.05
template designing	TechTool	0.97	0.00	0.02	0.01
nl generation	TechTool	0.97	0.00	0.03	0.00
japanese sentence analysis	TechTool	0.90	0.03	0.01	0.06
vector regression	TechTool	0.99	0.00	0.00	0.01
press release corpus	Linguistics	0.00	0.92	0.06	0.02
definiteness assignment	TechTool	0.77	0.00	0.22	0.01
information retrieval systems	TechTool	0.99	0.00	0.00	0.01
information assurance and security	other	0.08	0.00	0.90	0.02
dp-based block alignment	TechTool	0.89	0.00	0.01	0.10
information extraction engine	TechTool	0.97	0.00	0.03	0.00
unification generator	TechTool	1.00	0.00	0.00	0.00
inverse search	TechTool	0.86	0.00	0.00	0.14
data management	TechTool	0.94	0.05	0.01	0.00
viterbi training	TechTool	0.92	0.00	0.02	0.06
text dictation	Linguistics	0.28	0.56	0.15	0.00
mobile telephone	TechTool	0.92	0.00	0.08	0.00
graph matching	TechTool	0.55	0.00	0.00	0.45
pronominal anaphora	TechTool	0.45	0.29	0.27	0.00
natural language corpora	Linguistics	0.02	0.96	0.02	0.00
diphone concatenation	TechTool	0.95	0.01	0.02	0.02
interactive speech enhancement	TechTool	0.81	0.00	0.19	0.00
highly inflective language	Linguistics	0.05	0.74	0.13	0.08
information-sharing strategy	TechTool	0.62	0.00	0.38	0.01
semitic morphology	Linguistics	0.03	0.80	0.17	0.00
term generalization	DSMMM	0.17	0.00	0.01	0.82
software sharing	TechTool	0.78	0.00	0.21	0.00
asr task	other	0.37	0.00	0.63	0.01
word alignment links	TechTool	0.84	0.02	0.09	0.06
news web site	Linguistics	0.00	0.82	0.18	0.01
adaptive confirmation	TechTool	0.83	0.00	0.17	0.00
query composition	DSMMM	0.31	0.00	0.01	0.68
sense discrimination task	TechTool	0.65	0.00	0.35	0.00
k-nn	TechTool	0.98	0.01	0.01	0.00
text-to-image	TechTool	0.91	0.01	0.02	0.06
lemmatisation	TechTool	0.44	0.21	0.27	0.09
morpho-lexical analysis	TechTool	0.67	0.01	0.32	0.00
dtg parsing	TechTool	0.98	0.00	0.01	0.01
speech recognition quality	DSMMM	0.00	0.00	0.01	0.99
model development	TechTool	0.76	0.00	0.00	0.24
extended wordnet	Linguistics	0.20	0.79	0.01	0.00
cepstral normalization	TechTool	0.58	0.00	0.00	0.42
linear parsing	TechTool	0.99	0.00	0.00	0.01
linguisitc knowledge	other	0.17	0.13	0.54	0.15
opportunistic search	TechTool	0.94	0.00	0.02	0.04
air traffic controller	TechTool	0.68	0.05	0.25	0.02
parsing system	TechTool	0.99	0.00	0.00	0.01
conceptual model	DSMMM	0.04	0.00	0.00	0.96
english noun phrase	Linguistics	0.02	0.95	0.00	0.03
term specificity	DSMMM	0.00	0.11	0.03	0.86
complementary antonymy	TechTool	0.39	0.28	0.19	0.13
version control	TechTool	0.51	0.00	0.01	0.48
machine translation technology	TechTool	0.91	0.01	0.08	0.01
cohesion constraint	TechTool	0.73	0.00	0.16	0.11
darpa test set	Linguistics	0.00	0.69	0.30	0.00
size of the corpus	Linguistics	0.01	0.70	0.00	0.29
case frame transformation	TechTool	0.95	0.00	0.05	0.01
argument boundary	other	0.33	0.22	0.45	0.00
logistic regression	TechTool	0.97	0.00	0.00	0.02
win retrieval	TechTool	0.87	0.00	0.00	0.13
language processing model	DSMMM	0.42	0.00	0.00	0.58
information retrieval \	TechTool	0.97	0.00	0.00	0.02
target language lexicon	Linguistics	0.02	0.94	0.02	0.03
infomagnets	TechTool	0.82	0.05	0.07	0.06
pp-attachment resolution	TechTool	0.92	0.08	0.00	0.00
machine generation	TechTool	0.98	0.00	0.01	0.00
revision rule	TechTool	0.98	0.00	0.02	0.00
bilingual sentence	Linguistics	0.04	0.87	0.01	0.07
programming paradigm	TechTool	0.90	0.00	0.09	0.01
comlex syntactic dictionary	Linguistics	0.05	0.94	0.01	0.00
bottom-up filtering	TechTool	0.83	0.00	0.00	0.16
syntactic realization	TechTool	0.81	0.03	0.15	0.01
metacognitive activity	other	0.18	0.04	0.75	0.03
parallel composition	TechTool	0.78	0.11	0.02	0.08
language family	other	0.02	0.28	0.49	0.21
abstraction function	TechTool	0.88	0.00	0.10	0.01
network generation	TechTool	0.95	0.00	0.00	0.05
memory allocation	TechTool	0.62	0.00	0.19	0.19
context management	TechTool	0.97	0.00	0.03	0.00
unknown-word boundary detection	TechTool	0.96	0.03	0.01	0.00
minimum-weight edge cover	DSMMM	0.24	0.04	0.00	0.73
automatic sentence generation	TechTool	0.97	0.00	0.00	0.02
supervised grammar induction	TechTool	0.99	0.00	0.01	0.00
large-scale natural language processing	TechTool	0.97	0.01	0.02	0.00
pos tag sequence	TechTool	0.40	0.33	0.26	0.00
bp identification	TechTool	0.99	0.00	0.01	0.00
transition	other	0.22	0.07	0.61	0.10
geometric pattern recognition	TechTool	0.88	0.00	0.02	0.11
non-parametric statistical pattern recognition	TechTool	0.92	0.00	0.07	0.02
historical reconstruction	TechTool	0.49	0.03	0.48	0.01
constituency grammar	TechTool	0.54	0.29	0.06	0.11
rina	TechTool	0.70	0.09	0.11	0.10
multi-level architecture	TechTool	0.96	0.01	0.03	0.00
human-robot communication	other	0.32	0.01	0.67	0.00
lu decomposition	TechTool	0.84	0.00	0.09	0.07
sentential form	other	0.04	0.36	0.51	0.09
morpheme	Linguistics	0.10	0.64	0.21	0.05
conditional likelihood estimation	TechTool	0.54	0.00	0.00	0.46
crf inference	TechTool	0.99	0.00	0.00	0.00
bm algorithm	TechTool	0.98	0.00	0.02	0.00
word reordering	TechTool	0.91	0.02	0.00	0.07
inductive learning	TechTool	0.96	0.00	0.04	0.00
binary feature function	TechTool	0.90	0.00	0.08	0.02
idf-weighed word	Linguistics	0.36	0.45	0.01	0.19
wordnet database	Linguistics	0.06	0.92	0.02	0.00
automatic cataloguing	TechTool	0.98	0.01	0.01	0.00
grammatical framework	TechTool	0.73	0.26	0.01	0.00
edge weight	DSMMM	0.02	0.00	0.00	0.98
lexical subcategorisation	Linguistics	0.34	0.43	0.23	0.00
sgml document	TechTool	0.48	0.37	0.14	0.01
arabic natural language processing	TechTool	0.95	0.01	0.05	0.00
sense-tagged corpus	Linguistics	0.03	0.96	0.00	0.00
dictionary sense order	Linguistics	0.05	0.60	0.34	0.01
segmentation algorithm	TechTool	1.00	0.00	0.00	0.00
restricted-domain question answering	TechTool	0.71	0.05	0.23	0.00
centroid computation	TechTool	0.55	0.00	0.06	0.39
hypernym discovery	TechTool	0.89	0.08	0.02	0.01
metaphorical constrtlction	TechTool	0.57	0.09	0.22	0.12
information conversion	other	0.44	0.00	0.56	0.00
ctb corpus	Linguistics	0.00	0.97	0.01	0.02
feanne-hased unification	TechTool	0.98	0.00	0.01	0.01
scoring system	TechTool	0.91	0.00	0.00	0.09
nuclear sentence stress	DSMMM	0.22	0.23	0.12	0.42
string parser	TechTool	0.98	0.01	0.00	0.01
automatic annotation process	TechTool	0.57	0.00	0.43	0.00
grammatical function information	other	0.01	0.08	0.91	0.00
metadata generator	TechTool	0.97	0.02	0.01	0.00
mrr	DSMMM	0.37	0.07	0.08	0.48
title-based method	TechTool	0.95	0.03	0.00	0.02
morphological generator	TechTool	0.96	0.02	0.02	0.00
lazy merger	TechTool	0.88	0.00	0.11	0.01
unification grammar	TechTool	0.96	0.00	0.00	0.04
discourse understanding system	TechTool	0.98	0.01	0.01	0.00
modern english	Linguistics	0.00	0.93	0.07	0.00
perspective identification	TechTool	0.59	0.01	0.39	0.00
bead-driven generation	TechTool	0.97	0.00	0.03	0.01
bottom-up chart parser	TechTool	0.99	0.00	0.00	0.01
taxonomy learning	TechTool	0.78	0.14	0.06	0.02
